id,left,top,right,bottom,SAMPLE_1
"209",24.570085716,54.116489009,24.570285716,54.116689009,
"210",24.570085716,54.116289009,24.570285716,54.116489009,
"211",24.570085716,54.116089009,24.570285716,54.116289009,
"212",24.570085716,54.115889009,24.570285716,54.116089009,
"213",24.570085716,54.115689009,24.570285716,54.115889009,
"214",24.570085716,54.115489009,24.570285716,54.115689009,
"215",24.570085716,54.115289009,24.570285716,54.115489009,
"216",24.570085716,54.115089009,24.570285716,54.115289009,
"217",24.570085716,54.114889009,24.570285716,54.115089009,
"218",24.570085716,54.114689009,24.570285716,54.114889009,0.242622956633568
"219",24.570085716,54.114489009,24.570285716,54.114689009,0.233278289437294
"220",24.570085716,54.114289009,24.570285716,54.114489009,0.230524003505707
"221",24.570085716,54.114089009,24.570285716,54.114289009,0.291561186313629
"222",24.570085716,54.113889009,24.570285716,54.114089009,0.293546438217163
"223",24.570085716,54.113689009,24.570285716,54.113889009,0.24873711168766
"224",24.570085716,54.113489009,24.570285716,54.113689009,
